text,template,medium_word,content_word,style_word,seed
a boat in the Pierre Auguste Renoir style,a <CONTENT> in the <STYLE> style,painting,boat,Pierre Auguste Renoir,8444
a boat in the Pyotr Konchalovsky style,a <CONTENT> in the <STYLE> style,painting,boat,Pyotr Konchalovsky,8445
a boat in the Raphael Kirchner style,a <CONTENT> in the <STYLE> style,painting,boat,Raphael Kirchner,8446
a boat in the Rembrandt style,a <CONTENT> in the <STYLE> style,painting,boat,Rembrandt,8447
a boat in the Salvador Dali style,a <CONTENT> in the <STYLE> style,painting,boat,Salvador Dali,8448
a boat in the Vincent van Gogh style,a <CONTENT> in the <STYLE> style,painting,boat,Vincent van Gogh,8449
a traffic light in the Abstract Expressionism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Abstract Expressionism,8450
a traffic light in the Action painting style,a <CONTENT> in the <STYLE> style,painting,traffic light,Action painting,8451
a traffic light in the Analytical Cubism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Analytical Cubism,8452
a traffic light in the Art Nouveau style,a <CONTENT> in the <STYLE> style,painting,traffic light,Art Nouveau,8453
a traffic light in the Baroque style,a <CONTENT> in the <STYLE> style,painting,traffic light,Baroque,8454
a traffic light in the Color Field Painting style,a <CONTENT> in the <STYLE> style,painting,traffic light,Color Field Painting,8455
a traffic light in the Contemporary Realism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Contemporary Realism,8456
a traffic light in the Cubism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Cubism,8457
a traffic light in the Early Renaissance style,a <CONTENT> in the <STYLE> style,painting,traffic light,Early Renaissance,8458
a traffic light in the Expressionism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Expressionism,8459
a traffic light in the Fauvism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Fauvism,8460
a traffic light in the High Renaissance style,a <CONTENT> in the <STYLE> style,painting,traffic light,High Renaissance,8461
a traffic light in the Impressionism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Impressionism,8462
a traffic light in the Mannerism Late Renaissance style,a <CONTENT> in the <STYLE> style,painting,traffic light,Mannerism Late Renaissance,8463
a traffic light in the Minimalism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Minimalism,8464
a traffic light in the Naive Art Primitivism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Naive Art Primitivism,8465
a traffic light in the New Realism style,a <CONTENT> in the <STYLE> style,painting,traffic light,New Realism,8466
a traffic light in the Northern Renaissance style,a <CONTENT> in the <STYLE> style,painting,traffic light,Northern Renaissance,8467
a traffic light in the Pointillism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Pointillism,8468
a traffic light in the Pop Art style,a <CONTENT> in the <STYLE> style,painting,traffic light,Pop Art,8469
a traffic light in the Post Impressionism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Post Impressionism,8470
a traffic light in the Realism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Realism,8471
a traffic light in the Rococo style,a <CONTENT> in the <STYLE> style,painting,traffic light,Rococo,8472
a traffic light in the Romanticism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Romanticism,8473
a traffic light in the Symbolism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Symbolism,8474
a traffic light in the Synthetic Cubism style,a <CONTENT> in the <STYLE> style,painting,traffic light,Synthetic Cubism,8475
a traffic light in the Ukiyo e style,a <CONTENT> in the <STYLE> style,painting,traffic light,Ukiyo e,8476
a traffic light in the Albrecht Durer style,a <CONTENT> in the <STYLE> style,painting,traffic light,Albrecht Durer,8477
a traffic light in the Boris Kustodiev style,a <CONTENT> in the <STYLE> style,painting,traffic light,Boris Kustodiev,8478
a traffic light in the Camille Pissarro style,a <CONTENT> in the <STYLE> style,painting,traffic light,Camille Pissarro,8479
a traffic light in the Childe Hassam style,a <CONTENT> in the <STYLE> style,painting,traffic light,Childe Hassam,8480
a traffic light in the Claude Monet style,a <CONTENT> in the <STYLE> style,painting,traffic light,Claude Monet,8481
a traffic light in the Edgar Degas style,a <CONTENT> in the <STYLE> style,painting,traffic light,Edgar Degas,8482
a traffic light in the Eugene Boudin style,a <CONTENT> in the <STYLE> style,painting,traffic light,Eugene Boudin,8483
a traffic light in the Gustave Dore style,a <CONTENT> in the <STYLE> style,painting,traffic light,Gustave Dore,8484
a traffic light in the Ilya Repin style,a <CONTENT> in the <STYLE> style,painting,traffic light,Ilya Repin,8485
a traffic light in the Ivan Aivazovsky style,a <CONTENT> in the <STYLE> style,painting,traffic light,Ivan Aivazovsky,8486
a traffic light in the Ivan Shishkin style,a <CONTENT> in the <STYLE> style,painting,traffic light,Ivan Shishkin,8487
a traffic light in the John Singer Sargent style,a <CONTENT> in the <STYLE> style,painting,traffic light,John Singer Sargent,8488
a traffic light in the Marc Chagall style,a <CONTENT> in the <STYLE> style,painting,traffic light,Marc Chagall,8489
a traffic light in the Martiros Saryan style,a <CONTENT> in the <STYLE> style,painting,traffic light,Martiros Saryan,8490
a traffic light in the Nicholas Roerich style,a <CONTENT> in the <STYLE> style,painting,traffic light,Nicholas Roerich,8491
a traffic light in the Pablo Picasso style,a <CONTENT> in the <STYLE> style,painting,traffic light,Pablo Picasso,8492
a traffic light in the Paul Cezanne style,a <CONTENT> in the <STYLE> style,painting,traffic light,Paul Cezanne,8493
a traffic light in the Pierre Auguste Renoir style,a <CONTENT> in the <STYLE> style,painting,traffic light,Pierre Auguste Renoir,8494
a traffic light in the Pyotr Konchalovsky style,a <CONTENT> in the <STYLE> style,painting,traffic light,Pyotr Konchalovsky,8495
a traffic light in the Raphael Kirchner style,a <CONTENT> in the <STYLE> style,painting,traffic light,Raphael Kirchner,8496
a traffic light in the Rembrandt style,a <CONTENT> in the <STYLE> style,painting,traffic light,Rembrandt,8497
a traffic light in the Salvador Dali style,a <CONTENT> in the <STYLE> style,painting,traffic light,Salvador Dali,8498
a traffic light in the Vincent van Gogh style,a <CONTENT> in the <STYLE> style,painting,traffic light,Vincent van Gogh,8499
a fire hydrant in the Abstract Expressionism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Abstract Expressionism,8500
a fire hydrant in the Action painting style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Action painting,8501
a fire hydrant in the Analytical Cubism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Analytical Cubism,8502
a fire hydrant in the Art Nouveau style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Art Nouveau,8503
a fire hydrant in the Baroque style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Baroque,8504
a fire hydrant in the Color Field Painting style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Color Field Painting,8505
a fire hydrant in the Contemporary Realism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Contemporary Realism,8506
a fire hydrant in the Cubism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Cubism,8507
a fire hydrant in the Early Renaissance style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Early Renaissance,8508
a fire hydrant in the Expressionism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Expressionism,8509
a fire hydrant in the Fauvism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Fauvism,8510
a fire hydrant in the High Renaissance style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,High Renaissance,8511
a fire hydrant in the Impressionism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Impressionism,8512
a fire hydrant in the Mannerism Late Renaissance style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Mannerism Late Renaissance,8513
a fire hydrant in the Minimalism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Minimalism,8514
a fire hydrant in the Naive Art Primitivism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Naive Art Primitivism,8515
a fire hydrant in the New Realism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,New Realism,8516
a fire hydrant in the Northern Renaissance style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Northern Renaissance,8517
a fire hydrant in the Pointillism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Pointillism,8518
a fire hydrant in the Pop Art style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Pop Art,8519
a fire hydrant in the Post Impressionism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Post Impressionism,8520
a fire hydrant in the Realism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Realism,8521
a fire hydrant in the Rococo style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Rococo,8522
a fire hydrant in the Romanticism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Romanticism,8523
a fire hydrant in the Symbolism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Symbolism,8524
a fire hydrant in the Synthetic Cubism style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Synthetic Cubism,8525
a fire hydrant in the Ukiyo e style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Ukiyo e,8526
a fire hydrant in the Albrecht Durer style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Albrecht Durer,8527
a fire hydrant in the Boris Kustodiev style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Boris Kustodiev,8528
a fire hydrant in the Camille Pissarro style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Camille Pissarro,8529
a fire hydrant in the Childe Hassam style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Childe Hassam,8530
a fire hydrant in the Claude Monet style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Claude Monet,8531
a fire hydrant in the Edgar Degas style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Edgar Degas,8532
a fire hydrant in the Eugene Boudin style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Eugene Boudin,8533
a fire hydrant in the Gustave Dore style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Gustave Dore,8534
a fire hydrant in the Ilya Repin style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Ilya Repin,8535
a fire hydrant in the Ivan Aivazovsky style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Ivan Aivazovsky,8536
a fire hydrant in the Ivan Shishkin style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Ivan Shishkin,8537
a fire hydrant in the John Singer Sargent style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,John Singer Sargent,8538
a fire hydrant in the Marc Chagall style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Marc Chagall,8539
a fire hydrant in the Martiros Saryan style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Martiros Saryan,8540
a fire hydrant in the Nicholas Roerich style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Nicholas Roerich,8541
a fire hydrant in the Pablo Picasso style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Pablo Picasso,8542
a fire hydrant in the Paul Cezanne style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Paul Cezanne,8543
a fire hydrant in the Pierre Auguste Renoir style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Pierre Auguste Renoir,8544
a fire hydrant in the Pyotr Konchalovsky style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Pyotr Konchalovsky,8545
a fire hydrant in the Raphael Kirchner style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Raphael Kirchner,8546
a fire hydrant in the Rembrandt style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Rembrandt,8547
a fire hydrant in the Salvador Dali style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Salvador Dali,8548
a fire hydrant in the Vincent van Gogh style,a <CONTENT> in the <STYLE> style,painting,fire hydrant,Vincent van Gogh,8549
a stop sign in the Abstract Expressionism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Abstract Expressionism,8550
a stop sign in the Action painting style,a <CONTENT> in the <STYLE> style,painting,stop sign,Action painting,8551
a stop sign in the Analytical Cubism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Analytical Cubism,8552
a stop sign in the Art Nouveau style,a <CONTENT> in the <STYLE> style,painting,stop sign,Art Nouveau,8553
a stop sign in the Baroque style,a <CONTENT> in the <STYLE> style,painting,stop sign,Baroque,8554
a stop sign in the Color Field Painting style,a <CONTENT> in the <STYLE> style,painting,stop sign,Color Field Painting,8555
a stop sign in the Contemporary Realism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Contemporary Realism,8556
a stop sign in the Cubism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Cubism,8557
a stop sign in the Early Renaissance style,a <CONTENT> in the <STYLE> style,painting,stop sign,Early Renaissance,8558
a stop sign in the Expressionism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Expressionism,8559
a stop sign in the Fauvism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Fauvism,8560
a stop sign in the High Renaissance style,a <CONTENT> in the <STYLE> style,painting,stop sign,High Renaissance,8561
a stop sign in the Impressionism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Impressionism,8562
a stop sign in the Mannerism Late Renaissance style,a <CONTENT> in the <STYLE> style,painting,stop sign,Mannerism Late Renaissance,8563
a stop sign in the Minimalism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Minimalism,8564
a stop sign in the Naive Art Primitivism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Naive Art Primitivism,8565
a stop sign in the New Realism style,a <CONTENT> in the <STYLE> style,painting,stop sign,New Realism,8566
a stop sign in the Northern Renaissance style,a <CONTENT> in the <STYLE> style,painting,stop sign,Northern Renaissance,8567
a stop sign in the Pointillism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Pointillism,8568
a stop sign in the Pop Art style,a <CONTENT> in the <STYLE> style,painting,stop sign,Pop Art,8569
a stop sign in the Post Impressionism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Post Impressionism,8570
a stop sign in the Realism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Realism,8571
a stop sign in the Rococo style,a <CONTENT> in the <STYLE> style,painting,stop sign,Rococo,8572
a stop sign in the Romanticism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Romanticism,8573
a stop sign in the Symbolism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Symbolism,8574
a stop sign in the Synthetic Cubism style,a <CONTENT> in the <STYLE> style,painting,stop sign,Synthetic Cubism,8575
a stop sign in the Ukiyo e style,a <CONTENT> in the <STYLE> style,painting,stop sign,Ukiyo e,8576
a stop sign in the Albrecht Durer style,a <CONTENT> in the <STYLE> style,painting,stop sign,Albrecht Durer,8577
a stop sign in the Boris Kustodiev style,a <CONTENT> in the <STYLE> style,painting,stop sign,Boris Kustodiev,8578
a stop sign in the Camille Pissarro style,a <CONTENT> in the <STYLE> style,painting,stop sign,Camille Pissarro,8579
